Age group by 5,Category,Color,Customer ID,Discount Applied,Frequency of Purchases,Gender,Item Purchased,Location,Payment Method,Promo Code Used,Season,Shipping Type,Size,Subscription Status,Age,Almont Money,Customers by Season,Money by Accessories,Money by Clothing,Money by Footwear,Money by Outerwear,Previous Purchases,Purchase Amount (USD),Review Rating
35-40,Clothing,Gold,1656,Yes,Monthly,Male,Sweater,Arizona,PayPal,Yes,Spring,Next Day Air,L,No,37,,,,,,,4,81,3.2
25-30,Clothing,Yellow,1228,Yes,Bi-Weekly,Male,Blouse,Illinois,Bank Transfer,Yes,Spring,Store Pickup,L,No,27,,,,,,,19,37,4.9
35-40,Clothing,Beige,1509,Yes,Every 3 Months,Male,Blouse,Colorado,Cash,Yes,Spring,Store Pickup,L,No,35,,,,,,,3,84,4.4
40-45,Clothing,Lavender,1092,Yes,Fortnightly,Male,Sweater,North Carolina,Credit Card,Yes,Spring,Store Pickup,L,No,44,,,,,,,6,80,4.7
65-70,Clothing,Turquoise,1658,Yes,Bi-Weekly,Male,Skirt,Indiana,Debit Card,Yes,Spring,Store Pickup,L,No,69,,,,,,,4,36,3.2
65-70,Clothing,Green,1143,Yes,Bi-Weekly,Male,T-shirt,Ohio,Venmo,Yes,Spring,Store Pickup,L,No,69,,,,,,,27,76,3.5
65-70,Clothing,Violet,1632,Yes,Fortnightly,Male,Sweater,Indiana,Bank Transfer,Yes,Summer,2-Day Shipping,L,No,65,,,,,,,7,36,3.9
25-30,Clothing,White,1164,Yes,Monthly,Male,Pants,Tennessee,Debit Card,Yes,Summer,2-Day Shipping,L,No,26,,,,,,,24,56,3
35-40,Clothing,White,1573,Yes,Monthly,Male,Skirt,Washington,Debit Card,Yes,Summer,2-Day Shipping,L,No,37,,,,,,,16,92,3.4
35-40,Clothing,Indigo,1574,Yes,Weekly,Male,T-shirt,North Dakota,Debit Card,Yes,Summer,2-Day Shipping,L,No,36,,,,,,,25,31,4.3
20-25,Clothing,Orange,1369,Yes,Weekly,Male,Shirt,Wisconsin,Cash,Yes,Summer,Express,L,No,21,,,,,,,2,36,4.9
35-40,Clothing,Red,1364,Yes,Quarterly,Male,Blouse,Wisconsin,PayPal,Yes,Summer,Express,L,No,36,,,,,,,47,90,4
50-55,Clothing,Violet,1642,Yes,Every 3 Months,Male,Hoodie,Colorado,Bank Transfer,Yes,Summer,Free Shipping,L,No,50,,,,,,,1,32,3.4
60-65,Clothing,Teal,1182,Yes,Quarterly,Male,Shorts,New York,Bank Transfer,Yes,Summer,Free Shipping,L,No,61,,,,,,,43,96,3.5
20-25,Clothing,Pink,1525,Yes,Bi-Weekly,Male,Socks,Massachusetts,Cash,Yes,Summer,Free Shipping,L,No,22,,,,,,,6,76,4.4
55-60,Clothing,Maroon,1435,Yes,Bi-Weekly,Male,Sweater,New York,Debit Card,Yes,Summer,Free Shipping,L,No,59,,,,,,,21,64,4.6
30-35,Clothing,Silver,1304,Yes,Annually,Male,Blouse,New York,Credit Card,Yes,Summer,Next Day Air,L,No,34,,,,,,,10,32,3.1
55-60,Clothing,Red,1309,Yes,Every 3 Months,Male,Dress,Rhode Island,Credit Card,Yes,Summer,Next Day Air,L,No,59,,,,,,,14,38,4.4
20-25,Clothing,Maroon,1262,Yes,Fortnightly,Male,Shirt,Connecticut,Credit Card,Yes,Summer,Next Day Air,L,No,20,,,,,,,2,29,2.8
20-25,Clothing,Black,1604,Yes,Bi-Weekly,Male,Shorts,Iowa,Debit Card,Yes,Summer,Next Day Air,L,No,23,,,,,,,17,98,4.3
60-65,Clothing,Maroon,1501,Yes,Monthly,Male,Jeans,Alabama,Debit Card,Yes,Summer,Next Day Air,L,No,63,,,,,,,22,69,4.8
65-70,Clothing,Charcoal,1669,Yes,Fortnightly,Male,Blouse,Utah,Debit Card,Yes,Summer,Standard,L,No,66,,,,,,,28,33,4
30-35,Clothing,Lavender,1310,Yes,Quarterly,Male,Blouse,Hawaii,Cash,Yes,Summer,Store Pickup,L,No,32,,,,,,,41,21,4.7
40-45,Clothing,Black,1488,Yes,Annually,Male,Skirt,Arizona,PayPal,Yes,Summer,Store Pickup,L,No,40,,,,,,,26,44,4.6
45-50,Clothing,Green,1412,Yes,Quarterly,Male,Skirt,Louisiana,Venmo,Yes,Summer,Store Pickup,L,No,48,,,,,,,13,24,2.8
65-70,Clothing,Peach,1136,Yes,Quarterly,Male,Skirt,Massachusetts,Bank Transfer,Yes,Winter,2-Day Shipping,L,No,65,,,,,,,32,90,3.6
40-45,Clothing,Brown,1264,Yes,Bi-Weekly,Male,Hoodie,Delaware,Credit Card,Yes,Winter,2-Day Shipping,L,No,41,,,,,,,1,70,4.6
65-70,Clothing,Pink,1216,Yes,Every 3 Months,Male,Blouse,Oregon,Credit Card,Yes,Winter,2-Day Shipping,L,No,66,,,,,,,15,20,2.6
30-35,Clothing,White,1281,Yes,Every 3 Months,Male,Pants,Georgia,Venmo,Yes,Winter,2-Day Shipping,L,No,30,,,,,,,39,78,4.4
20-25,Clothing,Black,1057,Yes,Fortnightly,Male,Sweater,Idaho,Venmo,Yes,Winter,2-Day Shipping,L,No,20,,,,,,,42,64,2.9
20-25,Clothing,Indigo,1517,Yes,Bi-Weekly,Male,Jeans,Nevada,Bank Transfer,Yes,Winter,Express,L,No,20,,,,,,,5,68,4.5
55-60,Clothing,Orange,1322,Yes,Every 3 Months,Male,T-shirt,Missouri,Bank Transfer,Yes,Winter,Express,L,No,59,,,,,,,45,84,3.7
15-20,Clothing,Cyan,1055,Yes,Quarterly,Male,Shorts,Arkansas,PayPal,Yes,Winter,Express,L,No,18,,,,,,,48,96,4.9
65-70,Clothing,Red,1224,Yes,Weekly,Male,Pants,Kansas,Bank Transfer,Yes,Winter,Free Shipping,L,No,69,,,,,,,21,24,3.9
40-45,Clothing,White,1347,Yes,Bi-Weekly,Male,Hoodie,Mississippi,Venmo,Yes,Winter,Free Shipping,L,No,44,,,,,,,15,91,3
20-25,Clothing,Violet,1283,Yes,Monthly,Male,Shirt,New Hampshire,Venmo,Yes,Winter,Free Shipping,L,No,24,,,,,,,20,68,3
30-35,Clothing,Charcoal,1192,Yes,Quarterly,Male,T-shirt,Indiana,Venmo,Yes,Winter,Free Shipping,L,No,34,,,,,,,50,70,4.1
30-35,Clothing,Brown,1571,Yes,Every 3 Months,Male,Pants,Missouri,Bank Transfer,Yes,Winter,Next Day Air,L,No,30,,,,,,,3,41,4.8
40-45,Clothing,Yellow,1612,Yes,Monthly,Male,Pants,Arkansas,Debit Card,Yes,Winter,Next Day Air,L,No,41,,,,,,,6,26,4.5
70-75,Clothing,Yellow,1434,Yes,Weekly,Male,Hoodie,Minnesota,Debit Card,Yes,Winter,Next Day Air,L,No,70,,,,,,,45,60,3.2
15-20,Clothing,Gold,1592,Yes,Annually,Male,Skirt,South Dakota,PayPal,Yes,Winter,Next Day Air,L,No,18,,,,,,,24,100,2.9
50-55,Clothing,Brown,1307,Yes,Annually,Male,Sweater,Alaska,PayPal,Yes,Winter,Next Day Air,L,No,54,,,,,,,40,33,4.5
30-35,Clothing,Beige,1626,Yes,Bi-Weekly,Male,Skirt,Minnesota,PayPal,Yes,Winter,Next Day Air,L,No,34,,,,,,,3,45,3
45-50,Clothing,Beige,1234,Yes,Every 3 Months,Male,Pants,Utah,Venmo,Yes,Winter,Next Day Air,L,No,46,,,,,,,40,73,3.5
65-70,Clothing,Violet,1110,Yes,Weekly,Male,Hoodie,Oklahoma,Venmo,Yes,Winter,Next Day Air,L,No,66,,,,,,,2,97,4.9
55-60,Clothing,Yellow,1661,Yes,Monthly,Male,T-shirt,Louisiana,Venmo,Yes,Winter,Standard,L,No,59,,,,,,,37,45,4.1
40-45,Clothing,Maroon,1670,Yes,Quarterly,Male,T-shirt,Wisconsin,Bank Transfer,Yes,Winter,Store Pickup,L,No,42,,,,,,,22,59,2.7
15-20,Clothing,Lavender,1450,Yes,Every 3 Months,Male,Socks,New York,Cash,Yes,Winter,Store Pickup,L,No,18,,,,,,,20,41,2.5
40-45,Clothing,Brown,1311,Yes,Every 3 Months,Male,Hoodie,South Carolina,Credit Card,Yes,Winter,Store Pickup,L,No,43,,,,,,,38,59,3.1
50-55,Clothing,Violet,1107,Yes,Fortnightly,Male,Skirt,Minnesota,Venmo,Yes,Winter,Store Pickup,L,No,52,,,,,,,12,96,3.6
60-65,Clothing,Gray,1373,Yes,Bi-Weekly,Male,Blouse,Michigan,PayPal,Yes,Fall,2-Day Shipping,M,No,64,61,1373,,61,,,44,61,4
50-55,Clothing,Peach,1103,Yes,Fortnightly,Male,Sweater,Texas,Cash,Yes,Fall,Express,M,No,52,83,1103,,83,,,24,83,2.9
65-70,Clothing,Violet,1474,Yes,Every 3 Months,Male,Shorts,Wisconsin,Credit Card,Yes,Fall,Express,M,No,69,63,1474,,63,,,20,63,4.3
35-40,Clothing,Silver,1079,Yes,Fortnightly,Male,Sweater,Arizona,Credit Card,Yes,Fall,Express,M,No,37,59,1079,,59,,,49,59,4.4
40-45,Clothing,Orange,1302,Yes,Weekly,Male,Shirt,Maine,Debit Card,Yes,Fall,Express,M,No,42,54,1302,,54,,,21,54,5
35-40,Clothing,Cyan,1432,Yes,Quarterly,Male,Pants,South Dakota,Venmo,Yes,Fall,Express,M,No,39,88,1432,,88,,,29,88,2.9
15-20,Clothing,Peach,1100,Yes,Fortnightly,Male,Sweater,North Carolina,Bank Transfer,Yes,Fall,Next Day Air,M,No,19,73,1100,,73,,,45,73,2.6
65-70,Clothing,Teal,1564,Yes,Weekly,Male,Pants,Kansas,Cash,Yes,Fall,Next Day Air,M,No,68,44,1564,,44,,,8,44,4.3
35-40,Clothing,Charcoal,1586,Yes,Fortnightly,Male,Sweater,Alabama,Debit Card,Yes,Fall,Next Day Air,M,No,37,25,1586,,25,,,40,25,3
45-50,Clothing,Beige,1362,Yes,Monthly,Male,Dress,Alabama,Debit Card,Yes,Fall,Next Day Air,M,No,49,32,1362,,32,,,39,32,3.7
20-25,Clothing,Violet,1674,Yes,Bi-Weekly,Male,Blouse,Hawaii,Venmo,Yes,Fall,Next Day Air,M,No,21,62,1674,,62,,,49,62,3.4
25-30,Clothing,Violet,1279,Yes,Fortnightly,Male,Shorts,Utah,Venmo,Yes,Fall,Next Day Air,M,No,28,98,1279,,98,,,31,98,2.8
40-45,Clothing,Violet,1246,Yes,Weekly,Male,Dress,New York,Bank Transfer,Yes,Fall,Standard,M,No,42,31,1246,,31,,,30,31,3.4
65-70,Clothing,Green,1271,Yes,Annually,Male,Hoodie,West Virginia,Cash,Yes,Fall,Standard,M,No,67,98,1271,,98,,,20,98,3.3
25-30,Clothing,Teal,1109,Yes,Fortnightly,Male,Shorts,Nebraska,Cash,Yes,Fall,Standard,M,No,27,25,1109,,25,,,50,25,2.8
65-70,Clothing,Turquoise,1260,Yes,Monthly,Male,Skirt,Minnesota,Credit Card,Yes,Fall,Standard,M,No,68,64,1260,,64,,,45,64,3.9
40-45,Clothing,Gold,1557,Yes,Quarterly,Male,Hoodie,Alabama,Credit Card,Yes,Fall,Standard,M,No,43,57,1557,,57,,,26,57,2.7
55-60,Clothing,Olive,1069,Yes,Weekly,Male,Shirt,Wyoming,Credit Card,Yes,Fall,Standard,M,No,55,94,1069,,94,,,47,94,2.5
20-25,Clothing,Peach,1267,Yes,Every 3 Months,Male,Blouse,North Dakota,Debit Card,Yes,Fall,Standard,M,No,20,31,1267,,31,,,14,31,4
55-60,Clothing,Indigo,1544,Yes,Annually,Male,Jeans,Wisconsin,Venmo,Yes,Fall,Standard,M,No,56,89,1544,,89,,,24,89,4
40-45,Clothing,White,1346,Yes,Weekly,Male,Dress,Nebraska,Venmo,Yes,Fall,Standard,M,No,40,21,1346,,21,,,42,21,3.6
60-65,Clothing,Black,1594,Yes,Monthly,Male,Dress,Maryland,Bank Transfer,Yes,Spring,2-Day Shipping,M,No,61,,,,,,,25,95,4.9
65-70,Clothing,Gold,1232,Yes,Fortnightly,Male,Socks,Pennsylvania,Credit Card,Yes,Spring,2-Day Shipping,M,No,66,,,,,,,43,79,4
20-25,Clothing,Yellow,1184,Yes,Weekly,Male,Pants,Louisiana,Credit Card,Yes,Spring,2-Day Shipping,M,No,23,,,,,,,4,39,4.5
55-60,Clothing,Blue,1054,Yes,Bi-Weekly,Male,Blouse,Kansas,Debit Card,Yes,Spring,2-Day Shipping,M,No,59,,,,,,,10,70,3.3
50-55,Clothing,Peach,1634,Yes,Bi-Weekly,Male,Socks,North Dakota,Debit Card,Yes,Spring,2-Day Shipping,M,No,54,,,,,,,33,80,4.4
55-60,Clothing,White,1577,Yes,Monthly,Male,Dress,Michigan,PayPal,Yes,Spring,2-Day Shipping,M,No,56,,,,,,,36,75,3.7
35-40,Clothing,Peach,1459,Yes,Weekly,Male,Sweater,Missouri,Venmo,Yes,Spring,2-Day Shipping,M,No,35,,,,,,,34,28,2.9
65-70,Clothing,Black,1132,Yes,Monthly,Male,Shirt,Illinois,Bank Transfer,Yes,Spring,Express,M,No,67,,,,,,,20,73,3.7
40-45,Clothing,Teal,1476,Yes,Monthly,Male,Blouse,Rhode Island,Cash,Yes,Spring,Express,M,No,44,,,,,,,24,61,4
60-65,Clothing,Lavender,1389,Yes,Quarterly,Male,Dress,Arkansas,Cash,Yes,Spring,Express,M,No,62,,,,,,,40,23,3.9
40-45,Clothing,Orange,1125,Yes,Quarterly,Male,Sweater,Iowa,Cash,Yes,Spring,Express,M,No,42,,,,,,,40,20,4.9
50-55,Clothing,Maroon,1319,Yes,Bi-Weekly,Male,Shorts,Connecticut,Credit Card,Yes,Spring,Express,M,No,52,,,,,,,19,93,2.7
40-45,Clothing,Gray,1152,Yes,Weekly,Male,Blouse,Ohio,Credit Card,Yes,Spring,Express,M,No,41,,,,,,,24,86,4.2
35-40,Clothing,Teal,1179,Yes,Annually,Male,Dress,South Carolina,Debit Card,Yes,Spring,Express,M,No,37,,,,,,,23,22,4.9
65-70,Clothing,Black,1285,Yes,Fortnightly,Male,Dress,Arkansas,PayPal,Yes,Spring,Express,M,No,65,,,,,,,38,93,3.9
65-70,Clothing,Charcoal,1248,Yes,Bi-Weekly,Male,T-shirt,Virginia,Venmo,Yes,Spring,Express,M,No,65,,,,,,,18,99,3.5
25-30,Clothing,Green,1318,Yes,Monthly,Male,Pants,Kentucky,Cash,Yes,Spring,Free Shipping,M,No,28,,,,,,,19,43,2.8
20-25,Clothing,Red,1514,Yes,Monthly,Male,Socks,Texas,Cash,Yes,Spring,Free Shipping,M,No,22,,,,,,,27,35,4.1
25-30,Clothing,Indigo,1554,Yes,Quarterly,Male,Blouse,Delaware,Debit Card,Yes,Spring,Free Shipping,M,No,27,,,,,,,21,45,4.8
65-70,Clothing,Indigo,1291,Yes,Annually,Male,Skirt,Maryland,PayPal,Yes,Spring,Free Shipping,M,No,67,,,,,,,3,35,3.4
40-45,Clothing,Gray,1495,Yes,Fortnightly,Male,T-shirt,Montana,Bank Transfer,Yes,Spring,Next Day Air,M,No,43,,,,,,,23,76,3
30-35,Clothing,Lavender,1266,Yes,Weekly,Male,Shirt,Louisiana,Bank Transfer,Yes,Spring,Next Day Air,M,No,32,,,,,,,27,79,2.7
50-55,Clothing,Turquoise,1576,Yes,Fortnightly,Male,Shirt,California,Cash,Yes,Spring,Next Day Air,M,No,52,,,,,,,28,28,3.6
35-40,Clothing,Beige,1676,Yes,Annually,Male,Pants,Colorado,Credit Card,Yes,Spring,Next Day Air,M,No,35,,,,,,,21,90,4.7
65-70,Clothing,Charcoal,1301,Yes,Every 3 Months,Male,T-shirt,West Virginia,Credit Card,Yes,Spring,Next Day Air,M,No,67,,,,,,,47,100,4.5
40-45,Clothing,Lavender,1172,Yes,Annually,Male,Socks,Louisiana,Debit Card,Yes,Spring,Next Day Air,M,No,41,,,,,,,15,55,3.9
35-40,Clothing,Peach,1638,Yes,Fortnightly,Male,Dress,Massachusetts,Venmo,Yes,Spring,Next Day Air,M,No,35,,,,,,,32,21,3.5
45-50,Clothing,Magenta,1186,Yes,Monthly,Male,Jeans,Maine,Credit Card,Yes,Spring,Standard,M,No,47,,,,,,,29,64,3.9
55-60,Clothing,Yellow,1324,Yes,Every 3 Months,Male,Shorts,New York,Debit Card,Yes,Spring,Standard,M,No,58,,,,,,,15,62,4.6
50-55,Clothing,Black,1178,Yes,Monthly,Male,Skirt,Iowa,Debit Card,Yes,Spring,Standard,M,No,54,,,,,,,24,21,4.8
35-40,Clothing,Lavender,1332,Yes,Bi-Weekly,Male,Socks,Maryland,PayPal,Yes,Spring,Standard,M,No,38,,,,,,,8,91,3.2
40-45,Clothing,Charcoal,1372,Yes,Monthly,Male,Pants,Mississippi,Credit Card,Yes,Spring,Store Pickup,M,No,40,,,,,,,42,64,2.8
20-25,Clothing,Red,1236,Yes,Every 3 Months,Male,Sweater,Idaho,PayPal,Yes,Spring,Store Pickup,M,No,23,,,,,,,46,22,3
30-35,Clothing,Violet,1149,Yes,Fortnightly,Male,Pants,Florida,PayPal,Yes,Spring,Store Pickup,M,No,34,,,,,,,10,66,2.6
20-25,Clothing,Green,1212,Yes,Every 3 Months,Male,Hoodie,Oklahoma,Venmo,Yes,Spring,Store Pickup,M,No,23,,,,,,,14,94,4.6
40-45,Clothing,Cyan,1348,Yes,Monthly,Male,Sweater,Vermont,Bank Transfer,Yes,Summer,2-Day Shipping,M,No,44,,,,,,,47,95,3.9
40-45,Clothing,Brown,1199,Yes,Annually,Male,Socks,New Jersey,Cash,Yes,Summer,2-Day Shipping,M,No,40,,,,,,,17,49,3.9
60-65,Clothing,Beige,1187,Yes,Annually,Male,Jeans,Indiana,Credit Card,Yes,Summer,2-Day Shipping,M,No,63,,,,,,,27,68,4.1
15-20,Clothing,White,1605,Yes,Every 3 Months,Male,Sweater,Maine,Credit Card,Yes,Summer,2-Day Shipping,M,No,18,,,,,,,25,92,4.8
50-55,Clothing,White,1524,Yes,Annually,Male,Socks,Georgia,Debit Card,Yes,Summer,2-Day Shipping,M,No,54,,,,,,,35,88,3.3
55-60,Clothing,Blue,1356,Yes,Bi-Weekly,Male,Shorts,Florida,PayPal,Yes,Summer,2-Day Shipping,M,No,59,,,,,,,50,91,3
25-30,Clothing,Charcoal,1413,Yes,Annually,Male,Shorts,Michigan,Venmo,Yes,Summer,2-Day Shipping,M,No,25,,,,,,,43,100,2.6
15-20,Clothing,Violet,1419,Yes,Every 3 Months,Male,Shirt,Alabama,Venmo,Yes,Summer,2-Day Shipping,M,No,18,,,,,,,23,75,4.1
35-40,Clothing,Gray,1649,Yes,Monthly,Male,Pants,Oklahoma,Credit Card,Yes,Summer,Express,M,No,36,,,,,,,22,69,2.6
60-65,Clothing,Brown,1135,Yes,Every 3 Months,Male,T-shirt,Wisconsin,Venmo,Yes,Summer,Express,M,No,62,,,,,,,2,81,4.6
15-20,Clothing,Purple,1139,Yes,Fortnightly,Male,Pants,Iowa,Venmo,Yes,Summer,Express,M,No,18,,,,,,,32,36,4.7
20-25,Clothing,Blue,1180,Yes,Annually,Male,T-shirt,Indiana,Bank Transfer,Yes,Summer,Free Shipping,M,No,20,,,,,,,44,33,2.8
25-30,Clothing,Pink,1154,Yes,Quarterly,Male,Shirt,Idaho,Bank Transfer,Yes,Summer,Free Shipping,M,No,27,,,,,,,6,41,4
40-45,Clothing,Beige,1588,Yes,Fortnightly,Male,Socks,Alabama,Credit Card,Yes,Summer,Free Shipping,M,No,41,,,,,,,33,99,3.5
55-60,Clothing,White,1650,Yes,Quarterly,Male,T-shirt,Wisconsin,Credit Card,Yes,Summer,Free Shipping,M,No,58,,,,,,,3,63,4.9
30-35,Clothing,Cyan,1399,Yes,Weekly,Male,Dress,Texas,Credit Card,Yes,Summer,Free Shipping,M,No,30,,,,,,,25,45,2.5
60-65,Clothing,Yellow,1427,Yes,Every 3 Months,Male,Pants,Michigan,PayPal,Yes,Summer,Free Shipping,M,No,60,,,,,,,35,38,4.8
55-60,Clothing,Green,1535,Yes,Fortnightly,Male,Blouse,Wyoming,Venmo,Yes,Summer,Free Shipping,M,No,55,,,,,,,26,66,3.4
65-70,Clothing,Orange,1653,Yes,Fortnightly,Male,Sweater,New Mexico,Bank Transfer,Yes,Summer,Next Day Air,M,No,65,,,,,,,1,35,4
55-60,Clothing,Lavender,1243,Yes,Quarterly,Male,Socks,Nevada,Bank Transfer,Yes,Summer,Next Day Air,M,No,56,,,,,,,15,27,4
65-70,Clothing,Magenta,1189,Yes,Weekly,Male,Blouse,Mississippi,Credit Card,Yes,Summer,Next Day Air,M,No,68,,,,,,,11,29,3.3
25-30,Clothing,Silver,1295,Yes,Every 3 Months,Male,Shirt,Texas,Cash,Yes,Summer,Standard,M,No,27,,,,,,,21,64,4.5
20-25,Clothing,Orange,1570,Yes,Weekly,Male,Skirt,Hawaii,Debit Card,Yes,Summer,Standard,M,No,20,,,,,,,29,63,2.9
55-60,Clothing,Teal,1499,Yes,Fortnightly,Male,Sweater,Illinois,Venmo,Yes,Summer,Standard,M,No,59,,,,,,,46,32,3.1
15-20,Clothing,Indigo,1613,Yes,Monthly,Male,Skirt,Wisconsin,Venmo,Yes,Summer,Standard,M,No,18,,,,,,,26,68,4.4
65-70,Clothing,Silver,1549,Yes,Weekly,Male,Dress,Maryland,Bank Transfer,Yes,Summer,Store Pickup,M,No,69,,,,,,,43,32,3.7
35-40,Clothing,Black,1503,Yes,Fortnightly,Male,Pants,Massachusetts,Cash,Yes,Summer,Store Pickup,M,No,37,,,,,,,20,66,3.2
25-30,Clothing,Black,1415,Yes,Bi-Weekly,Male,Socks,Minnesota,Credit Card,Yes,Summer,Store Pickup,M,No,29,,,,,,,3,51,4.5
55-60,Clothing,Green,1467,Yes,Annually,Male,Shorts,Alabama,PayPal,Yes,Summer,Store Pickup,M,No,58,,,,,,,3,71,4.5
50-55,Clothing,Blue,1667,Yes,Annually,Male,Skirt,Arkansas,PayPal,Yes,Summer,Store Pickup,M,No,51,,,,,,,47,64,3.1
45-50,Clothing,Teal,1485,Yes,Every 3 Months,Male,Shorts,Nebraska,Venmo,Yes,Summer,Store Pickup,M,No,49,,,,,,,22,46,4.4
60-65,Clothing,Yellow,1225,Yes,Weekly,Male,Shorts,Illinois,Venmo,Yes,Summer,Store Pickup,M,No,62,,,,,,,18,50,3.7
45-50,Clothing,Orange,1600,Yes,Bi-Weekly,Male,Shirt,Delaware,Debit Card,Yes,Winter,2-Day Shipping,M,No,48,,,,,,,22,54,2.8
65-70,Clothing,Violet,1284,Yes,Every 3 Months,Male,Shirt,Oregon,Debit Card,Yes,Winter,2-Day Shipping,M,No,69,,,,,,,23,94,3.9
30-35,Clothing,Violet,1512,Yes,Weekly,Male,Dress,Georgia,Credit Card,Yes,Winter,Express,M,No,34,,,,,,,48,91,3.6
55-60,Clothing,Violet,1239,Yes,Fortnightly,Male,Pants,Wyoming,Venmo,Yes,Winter,Express,M,No,55,,,,,,,3,77,3.7
30-35,Clothing,Olive,1672,Yes,Weekly,Male,Hoodie,Utah,Bank Transfer,Yes,Winter,Free Shipping,M,No,31,,,,,,,25,22,4
35-40,Clothing,White,1625,Yes,Every 3 Months,Male,Sweater,Florida,PayPal,Yes,Winter,Free Shipping,M,No,38,,,,,,,40,32,3.6
35-40,Clothing,Red,1177,Yes,Quarterly,Male,Dress,Oregon,PayPal,Yes,Winter,Free Shipping,M,No,36,,,,,,,39,83,4.6
45-50,Clothing,Turquoise,1089,Yes,Weekly,Male,Pants,Louisiana,PayPal,Yes,Winter,Free Shipping,M,No,49,,,,,,,2,21,2.7
55-60,Clothing,Yellow,1409,Yes,Weekly,Male,Blouse,Maine,Venmo,Yes,Winter,Free Shipping,M,No,58,,,,,,,38,58,4.1
40-45,Clothing,Blue,1210,Yes,Monthly,Male,Pants,Pennsylvania,Bank Transfer,Yes,Winter,Next Day Air,M,No,41,,,,,,,16,62,3.8
25-30,Clothing,Red,1541,Yes,Monthly,Male,Shorts,Colorado,Bank Transfer,Yes,Winter,Next Day Air,M,No,28,,,,,,,14,95,2.9
25-30,Clothing,Lavender,1334,Yes,Quarterly,Male,Pants,Idaho,Bank Transfer,Yes,Winter,Next Day Air,M,No,29,,,,,,,9,69,2.7
20-25,Clothing,Violet,1323,Yes,Quarterly,Male,Pants,Washington,Bank Transfer,Yes,Winter,Next Day Air,M,No,23,,,,,,,17,74,4
35-40,Clothing,Teal,1354,Yes,Every 3 Months,Male,Pants,Oregon,Cash,Yes,Winter,Next Day Air,M,No,39,,,,,,,4,83,4.1
15-20,Clothing,Gold,1220,Yes,Bi-Weekly,Male,Sweater,Vermont,Credit Card,Yes,Winter,Next Day Air,M,No,19,,,,,,,35,23,2.5
60-65,Clothing,Orange,1191,Yes,Weekly,Male,Shirt,South Carolina,Credit Card,Yes,Winter,Next Day Air,M,No,62,,,,,,,31,45,4.3
55-60,Clothing,Maroon,1543,Yes,Weekly,Male,Blouse,Hawaii,PayPal,Yes,Winter,Next Day Air,M,No,59,,,,,,,43,44,3.5
50-55,Clothing,Silver,1166,Yes,Every 3 Months,Male,T-shirt,Wisconsin,Venmo,Yes,Winter,Next Day Air,M,No,51,,,,,,,21,64,2.9
35-40,Clothing,Orange,1329,Yes,Weekly,Male,Sweater,Rhode Island,Bank Transfer,Yes,Winter,Standard,M,No,37,,,,,,,40,97,3.7
25-30,Clothing,Charcoal,1247,Yes,Monthly,Male,Hoodie,Louisiana,Cash,Yes,Winter,Standard,M,No,27,,,,,,,27,60,2.7
15-20,Clothing,Red,1222,Yes,Quarterly,Male,Socks,Iowa,Cash,Yes,Winter,Standard,M,No,18,,,,,,,3,69,4.5
40-45,Clothing,Peach,1618,Yes,Fortnightly,Male,Blouse,Wisconsin,Credit Card,Yes,Winter,Standard,M,No,43,,,,,,,50,64,4.3
20-25,Clothing,Gold,1388,Yes,Monthly,Male,Blouse,Maryland,Credit Card,Yes,Winter,Standard,M,No,21,,,,,,,20,85,3.8
65-70,Clothing,Green,1165,Yes,Quarterly,Male,Dress,Montana,PayPal,Yes,Winter,Standard,M,No,68,,,,,,,47,96,4.2
60-65,Clothing,Purple,1497,Yes,Bi-Weekly,Male,T-shirt,Idaho,Venmo,Yes,Winter,Standard,M,No,63,,,,,,,9,98,5
65-70,Clothing,Violet,1313,Yes,Monthly,Male,T-shirt,Missouri,Bank Transfer,Yes,Winter,Store Pickup,M,No,66,,,,,,,19,79,3
30-35,Clothing,White,1141,Yes,Every 3 Months,Male,Jeans,Maryland,Credit Card,Yes,Winter,Store Pickup,M,No,31,,,,,,,6,39,2.6
30-35,Clothing,Peach,1406,Yes,Monthly,Male,Socks,New Hampshire,Credit Card,Yes,Winter,Store Pickup,M,No,33,,,,,,,39,100,2.7
40-45,Clothing,Indigo,1145,Yes,Fortnightly,Male,Jeans,South Carolina,Bank Transfer,Yes,Fall,2-Day Shipping,S,No,41,54,1145,,54,,,25,54,4.4
35-40,Clothing,Turquoise,1516,Yes,Weekly,Male,Jeans,Indiana,Cash,Yes,Fall,2-Day Shipping,S,No,39,93,1516,,93,,,34,93,3.9
60-65,Clothing,Orange,1162,Yes,Monthly,Male,Shorts,Oklahoma,PayPal,Yes,Fall,2-Day Shipping,S,No,63,52,1162,,52,,,37,52,3.1
65-70,Clothing,Red,1156,Yes,Quarterly,Male,T-shirt,Tennessee,PayPal,Yes,Fall,Express,S,No,67,53,1156,,53,,,47,53,2.6
45-50,Clothing,Gray,1608,Yes,Quarterly,Male,Shorts,Vermont,Debit Card,Yes,Fall,Free Shipping,S,No,49,72,1608,,72,,,43,72,2.7
55-60,Clothing,Violet,1345,Yes,Annually,Male,T-shirt,New York,Cash,Yes,Fall,Next Day Air,S,No,56,37,1345,,37,,,14,37,4.9
